investimento_fsa,coproducao,fomento_indireto,publico_total,qtd_sessoes,dias_cartaz,renda_total,independente,cat_duracao,animacao,documentario,ficcao,variedades,videomusical
False,False,True,236.0,12.0,12.0,3779.59,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,4113.0,100.0,14.0,33727.79,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,408.0,48.0,25.0,5512.25,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,0.0,4.0,4.0,0.0,True,MÉDIA METRAGEM,False,False,True,False,False
False,False,True,1421.0,180.0,25.0,18896.65,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,2681.0,267.0,65.0,17997.6,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,238.0,7.0,7.0,2343.5,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,0.0,9.0,9.0,0.0,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,2115.0,60.0,32.0,15437.6,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,169.0,4.0,4.0,3369.86,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,19.0,1.0,1.0,378.86,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,366.0,84.0,29.0,4729.34,True,LONGA METRAGEM,False,False,True,False,False
True,True,False,3223.0,200.0,69.0,35577.36,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,8531.0,77.0,7.0,170108.14,False,MÉDIA METRAGEM,False,False,False,False,True
False,False,True,849.0,149.0,19.0,11512.14,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,565916.0,7804.0,126.0,7793731.83,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,0.0,1.0,1.0,0.0,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,114.0,15.0,14.0,1520.34,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,1714.0,198.0,30.0,22372.56,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,6429.0,312.0,49.0,48641.58,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,3157.0,61.0,47.0,62950.58,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,7200.0,328.0,102.0,95123.58,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,24044.0,663.0,61.0,377955.3,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,515.0,16.0,16.0,4627.77,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,240.0,28.0,21.0,1435.68,True,MÉDIA METRAGEM,False,True,False,False,False
False,False,True,9235788.0,17782.0,144.0,124695648.46,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,1333.0,151.0,22.0,8917.72,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,69753.0,54.0,21.0,893822.57,True,LONGA METRAGEM,False,False,True,False,False
True,True,True,6928.0,441.0,84.0,81680.87,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,33461.0,1097.0,84.0,434613.08,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,3049.0,75.0,52.0,40147.0,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,639.0,62.0,62.0,12741.660000000002,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,46.0,1.0,1.0,917.24,True,MÉDIA METRAGEM,False,True,False,False,False
False,False,False,238.0,12.0,12.0,2160.0,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,26655.0,531.0,146.0,350408.88,False,LONGA METRAGEM,False,True,False,False,False
False,False,False,4457.0,607.0,21.0,54173.47,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,4607.0,391.0,29.0,63300.48,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,11856.0,411.0,47.0,153425.65,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,35194.0,580.0,57.0,234170.91,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,488.0,60.0,32.0,6554.13,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,1055.0,44.0,16.0,18558.64,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,82634.0,2989.0,72.0,1024437.54,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,35.0,1.0,1.0,697.9000000000001,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,22007.0,778.0,50.0,348365.26,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,71.0,97.0,87.0,1415.74,True,CURTA METRAGEM,False,False,False,False,True
False,True,True,4654.0,255.0,54.0,32726.85,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,0.0,2.0,2.0,0.0,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,30209.0,1810.0,39.0,397360.64,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,1200.0,187.0,139.0,23928.0,True,MÉDIA METRAGEM,False,False,True,False,False
True,False,True,610741.0,3167.0,80.0,7973943.72,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,11236.0,543.0,88.0,142259.09,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,0.0,3.0,3.0,0.0,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,673269.0,7832.0,90.0,9148523.0,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,496.0,83.0,23.0,2828.25,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,90.0,7.0,7.0,1794.6000000000001,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,709.0,47.0,19.0,5850.5,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,578.0,23.0,20.0,8598.65,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,11305479.0,22839.0,195.0,116833026.88,False,LONGA METRAGEM,False,False,True,False,False
False,False,True,8.0,7.0,7.0,159.52,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,574.0,121.0,35.0,11445.560000000001,True,MÉDIA METRAGEM,False,True,False,False,False
False,False,True,401960.0,5106.0,47.0,5594424.97,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,95129.0,1484.0,31.0,1152692.37,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,5197.0,249.0,55.0,66005.52,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,168.0,20.0,14.0,29929.940000000002,True,MÉDIA METRAGEM,False,True,False,False,False
False,False,True,5336.0,105.0,34.0,76393.14,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,3146.0,233.0,50.0,38233.51,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,60.0,55.0,55.0,1196.4,True,CURTA METRAGEM,False,False,True,False,False
False,True,True,15324.0,496.0,72.0,209170.77,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,191.0,80.0,28.0,1870.29,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,187055.0,393.0,27.0,2801967.64,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,59.0,2.0,2.0,320.0,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,8247.0,417.0,72.0,115856.26,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,1471.0,199.0,47.0,18569.03,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,454569.0,4145.0,67.0,6208337.13,False,LONGA METRAGEM,False,False,True,False,False
False,False,False,241.0,14.0,14.0,2042.63,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,0.0,1.0,1.0,0.0,True,MÉDIA METRAGEM,False,False,True,False,False
False,False,False,22.0,3.0,3.0,438.68,True,CURTA METRAGEM,True,False,False,False,False
False,False,False,319.0,2.0,2.0,3761.76,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,2189.0,165.0,86.0,25006.84,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,12130.0,504.0,89.0,143450.9,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,2034.0,251.0,49.0,14614.37,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,1338.0,166.0,39.0,14542.93,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,939.0,66.0,66.0,18723.66,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,160.0,10.0,10.0,2386.06,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,620.0,103.0,26.0,8394.64,False,LONGA METRAGEM,False,True,False,False,False
False,False,False,2511.0,194.0,22.0,38988.82,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,39237.0,945.0,30.0,542520.79,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,144.0,14.0,14.0,2871.36,True,MÉDIA METRAGEM,False,True,False,False,False
False,False,False,341.0,36.0,26.0,2628.5,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,88.0,20.0,20.0,1754.72,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,3526.0,131.0,103.0,34655.61,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,1662.0,211.0,36.0,9790.98,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,84051.0,2802.0,14.0,1028742.48,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,1323.0,55.0,23.0,20999.47,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,214.0,2.0,2.0,4267.16,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,241184.0,2906.0,58.0,3347154.19,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,700.0,47.0,29.0,4127.58,True,MÉDIA METRAGEM,False,False,True,False,False
False,False,True,10754.0,120.0,50.0,103195.0,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,573.0,63.0,14.0,10049.42,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,4590.0,321.0,28.0,60574.27,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,3204.0,40.0,2.0,63887.76,False,MÉDIA METRAGEM,False,False,False,False,True
False,False,True,221.0,55.0,28.0,2341.1,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,755.0,47.0,14.0,8447.6,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,1121570.0,7737.0,82.0,14835057.9,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,440.0,73.0,28.0,4463.89,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,665999.0,9949.0,88.0,9028755.59,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,1070434.0,7380.0,80.0,14245429.85,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,103351.0,3053.0,67.0,1354911.48,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,3228.0,193.0,49.0,49131.22,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,3030.0,41.0,1.0,60418.200000000004,False,MÉDIA METRAGEM,False,False,True,False,False
True,False,True,7992.0,516.0,99.0,122476.29,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,5857.0,443.0,61.0,79485.81,True,LONGA METRAGEM,False,False,True,False,False
False,True,True,1257.0,142.0,38.0,14361.12,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,3355.0,105.0,105.0,66898.7,True,CURTA METRAGEM,False,False,True,False,False
True,True,True,14139.0,846.0,69.0,205326.89,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,196.0,55.0,14.0,2905.88,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,1722069.0,18533.0,72.0,21240910.24,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,461.0,40.0,26.0,9192.34,True,CURTA METRAGEM,False,False,False,False,True
False,False,False,7.0,2.0,2.0,63.0,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,2691.0,109.0,105.0,36380.86,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,41967.0,241.0,31.0,583354.91,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,2716.0,220.0,62.0,24711.65,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,527.0,34.0,28.0,5591.31,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,2921.0,391.0,45.0,43260.05,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,1178.0,123.0,14.0,17096.66,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,96.0,18.0,11.0,1065.99,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,851.0,130.0,25.0,11262.8,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,541.0,57.0,16.0,10787.54,True,CURTA METRAGEM,False,False,False,False,True
False,False,True,1641.0,273.0,68.0,14790.84,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,544.0,83.0,8.0,7096.02,True,LONGA METRAGEM,False,True,False,False,False
False,True,True,5852.0,387.0,78.0,74640.45,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,6696.0,766.0,23.0,92334.69,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,168.0,6.0,6.0,3349.92,False,CURTA METRAGEM,False,False,False,False,True
False,False,True,413.0,190.0,146.0,8235.220000000001,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,92873.0,3946.0,28.0,1192785.62,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,1245.0,55.0,33.0,11054.67,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,16232.0,732.0,25.0,281853.2,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,472.0,93.0,27.0,7823.56,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,768.0,87.0,41.0,8166.45,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,27870.0,910.0,65.0,463559.59,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,118.0,14.0,14.0,2238.32,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,105.0,6.0,6.0,2093.7000000000003,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,11565.0,598.0,87.0,161557.29,True,LONGA METRAGEM,False,False,True,False,False
True,True,True,11420.0,639.0,92.0,172733.63,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,297.0,68.0,47.0,5922.18,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,13064.0,663.0,71.0,97207.34,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,126.0,12.0,12.0,2512.44,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,857.0,8.0,4.0,17088.58,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,786.0,76.0,28.0,11535.16,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,6496.0,592.0,107.0,49245.42,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,6138.0,412.0,85.0,92563.36,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,249309.0,7792.0,126.0,3997911.0,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,896.0,139.0,27.0,13373.67,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,264.0,36.0,30.0,2502.0,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,10356.0,488.0,77.0,110050.98,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,1037.0,19.0,14.0,7241.6,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,1627.0,294.0,54.0,10974.89,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,48.0,1.0,1.0,1080.0,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,488.0,43.0,16.0,3916.56,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,155063.0,5919.0,58.0,2199472.96,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,1226.0,82.0,24.0,16510.32,True,MÉDIA METRAGEM,False,True,False,False,False
False,False,False,171.0,34.0,34.0,3409.7400000000002,True,MÉDIA METRAGEM,False,True,False,False,False
False,False,True,438.0,5.0,3.0,3253.09,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,193.0,14.0,14.0,3370.0,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,5757.0,63.0,20.0,76256.5,True,LONGA METRAGEM,False,True,False,False,False
True,True,False,3316.0,289.0,43.0,43803.42,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,3356.0,299.0,43.0,42937.3,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,206905.0,3267.0,110.0,3510486.35,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,506412.0,10021.0,74.0,6850270.39,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,167.0,24.0,22.0,2304.97,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,5181.0,500.0,89.0,75054.72,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,0.0,1.0,1.0,0.0,True,CURTA METRAGEM,True,False,False,False,False
True,False,True,2538.0,258.0,50.0,24709.81,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,169.0,4.0,4.0,3369.86,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,1101.0,138.0,19.0,16427.71,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,31486.0,2891.0,64.0,425784.47,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,1447.0,221.0,26.0,9863.31,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,20128.0,632.0,88.0,238036.18,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,1394.0,77.0,30.0,7152.35,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,1223055.0,15700.0,169.0,16122831.18,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,2237.0,250.0,56.0,23846.7,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,4724.0,254.0,53.0,65183.43,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,390.0,46.0,31.0,4453.7,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,21.0,3.0,3.0,418.74,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,157.0,36.0,20.0,1379.04,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,1456.0,172.0,32.0,16510.56,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,487466.0,11109.0,92.0,6581359.0,True,LONGA METRAGEM,False,False,True,False,False
True,True,False,3652.0,167.0,57.0,50945.64,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,46640.0,1382.0,49.0,640772.54,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,292504.0,4705.0,88.0,3930701.25,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,1238.0,165.0,50.0,14282.58,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,1188.0,72.0,30.0,10648.4,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,2364.0,295.0,56.0,23867.95,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,58892.0,1758.0,66.0,947379.45,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,12.0,1.0,1.0,239.28000000000003,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,28.0,1.0,1.0,558.32,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,311.0,12.0,12.0,2244.5,True,LONGA METRAGEM,False,True,False,False,False
False,True,True,3851.0,164.0,36.0,61386.42,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,332.0,19.0,14.0,4991.09,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,142.0,28.0,28.0,2831.48,True,LONGA METRAGEM,False,True,False,False,False
True,True,True,6280.0,360.0,40.0,77573.34,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,2910050.0,18496.0,108.0,38814511.85,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,18198.0,657.0,80.0,237905.05,True,LONGA METRAGEM,False,True,False,False,False
False,True,True,3337.0,243.0,40.0,52203.0,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,307.0,32.0,32.0,6121.580000000001,True,CURTA METRAGEM,False,False,False,False,True
False,False,False,120.0,27.0,14.0,2432.6800000000003,True,MÉDIA METRAGEM,False,True,False,False,False
False,False,False,665.0,118.0,40.0,7863.68,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,1638.0,172.0,23.0,19889.08,True,LONGA METRAGEM,False,True,False,False,False
True,True,False,42167.0,1533.0,103.0,698060.53,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,75.0,1.0,1.0,327.6,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,169485.0,6825.0,54.0,2400978.15,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,85063.0,1808.0,42.0,1189017.34,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,24.0,5.0,5.0,190.0,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,182.0,1.0,1.0,3629.0800000000004,True,CURTA METRAGEM,False,False,False,False,True
False,False,False,224.0,50.0,19.0,4188.6,True,LONGA METRAGEM,False,True,False,False,False
True,True,True,3200.0,273.0,64.0,49750.21,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,2482.0,246.0,36.0,32238.16,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,34931.0,1635.0,67.0,474638.76,True,LONGA METRAGEM,True,False,False,False,False
False,False,False,3892.0,293.0,63.0,46222.04,True,LONGA METRAGEM,False,True,False,False,False
False,True,False,1420.0,98.0,46.0,22841.08,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,380166.0,6240.0,50.0,4915838.38,True,LONGA METRAGEM,False,False,True,False,False
True,True,False,9610.0,655.0,59.0,80562.4,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,2180.0,63.0,18.0,23575.07,True,LONGA METRAGEM,False,False,True,False,False
True,True,True,19671.0,908.0,90.0,276847.19,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,87517.0,2315.0,64.0,1515200.75,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,6.0,1.0,1.0,119.64000000000001,True,LONGA METRAGEM,False,True,False,False,False
True,True,True,5219.0,249.0,32.0,83403.52,True,LONGA METRAGEM,False,False,True,False,False
True,True,False,897.0,114.0,43.0,10802.2,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,314292.0,9572.0,120.0,4344171.0,True,LONGA METRAGEM,True,False,False,False,False
False,False,False,295.0,7.0,7.0,5862.360000000001,True,MÉDIA METRAGEM,False,True,False,False,False
False,False,False,105.0,2.0,2.0,2093.7000000000003,True,MÉDIA METRAGEM,False,True,False,False,False
True,True,False,878.0,106.0,33.0,8536.33,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,784.0,109.0,31.0,11842.49,False,LONGA METRAGEM,False,True,False,False,False
False,False,False,76.0,7.0,7.0,850.8,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,2349.0,156.0,27.0,40662.25,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,114382.0,3756.0,59.0,1540238.22,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,189.0,41.0,20.0,2708.8,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,117.0,14.0,14.0,1615.14,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,1014.0,121.0,42.0,12363.95,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,9.0,1.0,1.0,179.46,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,408.0,20.0,20.0,6105.91,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,275.0,7.0,7.0,5443.620000000001,True,MÉDIA METRAGEM,False,True,False,False,False
False,False,False,2308.0,140.0,39.0,19745.42,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,19.0,1.0,1.0,378.86,True,LONGA METRAGEM,False,True,False,False,False
True,True,False,415.0,93.0,19.0,6387.75,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,475.0,142.0,23.0,4140.2,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,742153.0,12685.0,101.0,8986031.9,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,110857.0,2809.0,45.0,1794357.09,True,LONGA METRAGEM,False,False,True,False,False
True,True,False,375.0,77.0,37.0,4298.21,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,35.0,4.0,4.0,231.0,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,10493.0,1258.0,19.0,141413.28,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,379.0,95.0,22.0,5857.42,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,10.0,1.0,1.0,199.4,True,MÉDIA METRAGEM,False,False,True,False,False
False,False,False,530.0,78.0,21.0,6435.58,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,195992.0,5434.0,45.0,2648634.69,True,LONGA METRAGEM,False,False,True,False,False
True,True,False,7493.0,300.0,67.0,105228.8,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,19205.0,535.0,159.0,282516.92,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,608.0,8.0,8.0,8697.88,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,2827.0,149.0,42.0,34808.92,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,7923.0,474.0,25.0,108221.24,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,1586.0,63.0,63.0,31624.840000000004,True,CURTA METRAGEM,False,True,False,False,False
False,False,False,8547.0,519.0,76.0,121895.32,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,10057.0,534.0,56.0,167597.19,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,11002.0,521.0,72.0,140890.94,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,1207.0,54.0,52.0,10796.5,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,1970.0,198.0,49.0,17547.81,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,760.0,47.0,18.0,13605.85,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,5154.0,218.0,58.0,69773.28,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,295988.0,6045.0,149.0,4465798.97,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,367.0,3.0,3.0,7317.9800000000005,False,LONGA METRAGEM,False,True,False,False,False
False,False,False,275.0,44.0,20.0,6919.18,True,MÉDIA METRAGEM,False,True,False,False,False
False,False,False,202.0,10.0,10.0,1904.5,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,15031.0,350.0,69.0,277784.71,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,171.0,9.0,8.0,3409.7400000000002,True,MÉDIA METRAGEM,True,False,False,False,False
True,False,True,45766.0,2357.0,77.0,711964.45,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,810.0,78.0,21.0,9235.02,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,87070.0,3717.0,29.0,1182424.09,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,794.0,46.0,22.0,7190.7,True,LONGA METRAGEM,False,True,False,False,False
False,True,False,594.0,106.0,21.0,8672.0,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,13384.0,541.0,70.0,234474.85,False,LONGA METRAGEM,False,True,False,False,False
True,False,False,2112.0,130.0,30.0,22418.34,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,394.0,12.0,9.0,7020.0,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,2596209.0,18898.0,112.0,36724093.87,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,1585341.0,8158.0,98.0,21546621.67,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,44.0,12.0,12.0,877.36,True,LONGA METRAGEM,True,False,False,False,False
False,True,True,5526.0,288.0,28.0,86118.67,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,0.0,1.0,1.0,0.0,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,17.0,1.0,1.0,240.0,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,1737.0,113.0,44.0,13927.97,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,2287.0,110.0,37.0,26410.59,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,1089.0,198.0,53.0,7226.85,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,27.0,2.0,2.0,538.38,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,22144.0,1052.0,84.0,300329.17,True,LONGA METRAGEM,True,False,False,False,False
True,True,True,5251.0,411.0,77.0,38357.8,True,LONGA METRAGEM,False,False,True,False,False
