investimento_fsa,coproducao,fomento_indireto,publico_total,qtd_sessoes,dias_cartaz,renda_total,independente,cat_duracao,animacao,documentario,ficcao,variedades,videomusical
False,False,False,239.0,3.0,3.0,1622.0,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,163.0,6.0,6.0,6739.72,True,MÉDIA METRAGEM,False,True,False,False,False
True,True,False,33.0,1.0,1.0,343.0,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,42.0,4.0,4.0,837.48,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,52.0,11.0,11.0,1163.27,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,38.0,1.0,1.0,757.72,True,MÉDIA METRAGEM,False,True,False,False,False
False,False,False,0.0,2.0,2.0,0.0,False,LONGA METRAGEM,False,False,True,False,False
False,False,False,21.0,4.0,4.0,418.74,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,91.0,2.0,2.0,1196.4,True,MÉDIA METRAGEM,False,True,False,False,False
False,False,False,0.0,1.0,1.0,0.0,True,MÉDIA METRAGEM,False,False,True,False,False
True,True,True,2675.0,204.0,39.0,34433.41,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,8250.0,490.0,35.0,137142.0,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,63.0,18.0,5.0,955.83,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,79.0,1.0,1.0,518.7,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,1055.0,97.0,20.0,15163.13,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,124.0,6.0,6.0,2137.2,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,0.0,1.0,1.0,0.0,True,MÉDIA METRAGEM,False,False,True,False,False
False,False,False,275.0,7.0,7.0,5600.46,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,13075.0,965.0,39.0,188694.0,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,2011.0,139.0,50.0,24240.7,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,922.0,97.0,42.0,12024.56,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,65629.0,1667.0,57.0,1190011.69,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,751.0,130.0,23.0,12921.21,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,17.0,5.0,5.0,1296.1000000000001,True,MÉDIA METRAGEM,False,True,False,False,False
True,False,False,3284.0,231.0,74.0,33056.93,True,LONGA METRAGEM,False,False,True,False,False
True,True,True,4127.0,321.0,62.0,31291.94,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,174.0,50.0,50.0,3469.5600000000004,False,CURTA METRAGEM,False,False,False,False,True
False,False,False,6274.0,375.0,47.0,122012.86,True,MÉDIA METRAGEM,False,False,True,False,False
True,False,True,54.0,16.0,12.0,808.86,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,37296.0,2438.0,56.0,557308.25,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,7508.0,470.0,63.0,57234.68,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,14881.0,1069.0,57.0,240190.7,True,LONGA METRAGEM,False,False,True,False,False
True,True,False,428.0,34.0,34.0,7749.0,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,8290.0,321.0,68.0,64352.88,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,27703.0,489.0,49.0,390797.21,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,2846.0,536.0,92.0,19985.85,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,6424.0,315.0,61.0,82949.21,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,95.0,23.0,23.0,1894.3000000000002,True,CURTA METRAGEM,False,True,False,False,False
False,False,False,914.0,86.0,14.0,15775.44,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,30562.0,1627.0,41.0,462133.23,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,1185518.0,21470.0,73.0,15763318.4,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,1772.0,102.0,36.0,19224.81,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,5737.0,595.0,57.0,87295.61,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,1475.0,172.0,48.0,23736.0,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,0.0,1.0,1.0,0.0,True,CURTA METRAGEM,False,False,True,False,False
False,False,False,674.0,163.0,22.0,6025.6,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,204.0,8.0,6.0,2096.61,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,3791.0,250.0,46.0,20888.17,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,1008.0,152.0,27.0,13987.77,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,86448.0,2012.0,30.0,909072.28,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,644126.0,14211.0,161.0,9156569.63,True,LONGA METRAGEM,False,False,True,False,False
True,True,True,1075.0,147.0,35.0,14837.43,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,310.0,24.0,17.0,4922.35,True,LONGA METRAGEM,False,False,True,False,False
True,True,False,6381.0,267.0,48.0,53498.43,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,228.0,41.0,19.0,2804.25,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,0.0,1.0,1.0,0.0,True,LONGA METRAGEM,False,True,False,False,False
False,True,True,208.0,1.0,1.0,3894.0,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,388.0,38.0,38.0,498.50000000000006,True,MÉDIA METRAGEM,False,True,False,False,False
False,False,False,46.0,11.0,7.0,787.54,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,51.0,6.0,6.0,271.7,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,141.0,36.0,12.0,2006.07,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,936.0,80.0,31.0,10950.0,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,781.0,123.0,36.0,10571.34,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,7472.0,893.0,14.0,121299.29,True,LONGA METRAGEM,False,False,True,False,False
True,True,False,529.0,140.0,28.0,7651.49,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,3119.0,85.0,39.0,41394.23,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,4910.0,287.0,32.0,35242.2,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,684.0,8.0,8.0,6611.0,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,1019.0,150.0,48.0,11426.29,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,0.0,3.0,3.0,0.0,True,MÉDIA METRAGEM,False,False,True,False,False
True,False,False,13.0,4.0,4.0,190.0,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,1824.0,119.0,35.0,13055.2,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,5.0,3.0,3.0,99.7,True,CURTA METRAGEM,False,False,False,False,True
False,False,False,1455.0,174.0,13.0,12326.85,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,45.0,14.0,7.0,881.55,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,3.0,4.0,4.0,59.82000000000001,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,895.0,66.0,22.0,11445.560000000001,True,MÉDIA METRAGEM,False,True,False,False,False
True,False,False,682.0,74.0,12.0,9889.32,True,LONGA METRAGEM,False,False,True,False,False
True,True,True,136419.0,3399.0,143.0,2310810.1,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,1064.0,77.0,76.0,21216.16,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,211.0,12.0,12.0,3773.87,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,7393.0,359.0,57.0,108696.85,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,925.0,47.0,31.0,8959.39,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,2143.0,210.0,30.0,17499.7,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,6387.0,547.0,40.0,112632.91,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,3143.0,290.0,73.0,54482.58,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,728.0,134.0,24.0,6111.37,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,415.0,7.0,7.0,4150.0,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,663.0,148.0,34.0,11628.7,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,357.0,78.0,35.0,7042.2,True,LONGA METRAGEM,False,False,True,False,False
True,True,True,741938.0,2569.0,192.0,11368558.0,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,264.0,33.0,17.0,2452.99,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,5864.0,520.0,18.0,94670.99,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,6.0,1.0,1.0,119.64000000000001,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,11.0,3.0,3.0,102.0,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,402.0,19.0,9.0,6077.63,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,343.0,107.0,102.0,6839.42,False,LONGA METRAGEM,False,True,False,False,False
True,False,True,23.0,11.0,9.0,461.17,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,1022.0,159.0,32.0,26719.600000000002,True,MÉDIA METRAGEM,False,False,True,False,False
False,True,False,77.0,36.0,12.0,1365.5,True,LONGA METRAGEM,False,False,True,False,False
True,True,False,345.0,62.0,24.0,3477.58,True,LONGA METRAGEM,False,False,True,False,False
True,True,False,162.0,130.0,116.0,3230.28,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,122.0,14.0,7.0,1267.0,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,27.0,9.0,6.0,412.03,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,116.0,54.0,31.0,2002.27,True,LONGA METRAGEM,False,True,False,False,False
False,True,True,92.0,14.0,7.0,1081.51,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,9924.0,529.0,378.0,197884.56000000003,False,MÉDIA METRAGEM,False,False,False,False,True
True,False,False,1128.0,430.0,202.0,22492.32,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,193717.0,8143.0,39.0,2629225.46,False,LONGA METRAGEM,False,False,True,False,False
True,False,True,97.0,7.0,7.0,1225.0,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,3898.0,181.0,48.0,45935.17,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,30.0,14.0,14.0,598.2,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,0.0,1.0,1.0,0.0,False,CURTA METRAGEM,False,False,True,False,False
True,False,False,37.0,19.0,14.0,253.59,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,43.0,14.0,14.0,857.4200000000001,True,MÉDIA METRAGEM,False,True,False,False,False
True,True,True,212.0,60.0,23.0,3390.33,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,476786.0,920.0,58.0,6435263.26,True,LONGA METRAGEM,False,False,True,False,False
True,True,True,61.0,13.0,13.0,1085.0,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,66.0,29.0,15.0,920.28,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,314.0,68.0,18.0,4781.9,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,462.0,91.0,25.0,4824.59,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,47.0,12.0,12.0,937.1800000000001,True,CURTA METRAGEM,False,False,False,False,True
False,False,False,330.0,23.0,19.0,4650.35,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,1153.0,105.0,18.0,18397.97,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,3587914.0,38917.0,108.0,55906712.28,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,882.0,87.0,27.0,11755.03,True,LONGA METRAGEM,False,False,True,False,False
True,True,False,804.0,152.0,31.0,7923.35,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,115.0,25.0,11.0,1756.48,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,371.0,72.0,8.0,5119.74,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,430704.0,8500.0,101.0,6807616.79,True,LONGA METRAGEM,False,False,True,False,False
True,True,True,35781.0,781.0,99.0,446201.11,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,1985.0,71.0,29.0,14140.21,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,64.0,1.0,1.0,1276.16,True,MÉDIA METRAGEM,False,False,True,False,False
False,False,True,245004.0,8890.0,85.0,3457852.05,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,148.0,37.0,27.0,1668.76,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,459.0,75.0,43.0,6058.08,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,2834.0,18.0,8.0,19738.14,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,147.0,18.0,18.0,2931.1800000000003,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,10640.0,413.0,75.0,82744.39,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,899.0,15.0,15.0,17926.06,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,2860.0,273.0,23.0,27358.6,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,1512.0,194.0,28.0,14194.08,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,126718.0,5278.0,38.0,1704761.09,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,55.0,8.0,8.0,1096.7,True,MÉDIA METRAGEM,False,True,False,False,False
False,False,False,274.0,20.0,20.0,2329.29,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,97.0,28.0,13.0,1690.72,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,57.0,27.0,13.0,1022.24,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,156.0,56.0,25.0,2834.0,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,1038.0,121.0,38.0,16493.66,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,16.0,10.0,5.0,277.77,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,541.0,48.0,12.0,7258.39,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,8231.0,426.0,138.0,82693.88,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,577.0,73.0,71.0,11505.380000000001,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,900.0,120.0,31.0,11487.3,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,8709.0,391.0,61.0,108699.87,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,117058.0,5359.0,83.0,1986773.99,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,171.0,47.0,13.0,3824.96,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,5.0,2.0,2.0,1156.52,True,MÉDIA METRAGEM,False,False,True,False,False
False,False,False,293.0,32.0,16.0,2576.5,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,1977.0,200.0,15.0,41012.67,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,30.0,1.0,1.0,598.2,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,37.0,18.0,6.0,523.5,False,LONGA METRAGEM,False,False,True,False,False
False,False,False,14224.0,217.0,74.0,283626.56,False,LONGA METRAGEM,True,False,False,False,False
False,False,False,95.0,13.0,13.0,1894.3000000000002,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,44.0,14.0,6.0,740.78,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,966.0,61.0,28.0,17396.79,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,51.0,20.0,7.0,925.0,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,749256.0,10508.0,90.0,11849901.0,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,1012.0,151.0,26.0,10409.5,True,LONGA METRAGEM,False,False,True,False,False
True,True,False,61.0,17.0,17.0,586.56,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,1233.0,142.0,35.0,19261.51,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,27.0,10.0,9.0,465.71,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,810.0,97.0,27.0,11863.28,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,14826.0,1163.0,58.0,199928.12,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,8991.0,1039.0,61.0,165814.1,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,85.0,20.0,12.0,1284.55,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,116.0,16.0,16.0,1595.0,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,40922.0,2623.0,49.0,639161.21,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,177.0,27.0,18.0,2470.37,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,660.0,160.0,15.0,4631.6,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,192.0,37.0,37.0,3828.4800000000005,False,LONGA METRAGEM,False,False,True,False,False
False,False,False,1189.0,45.0,15.0,21474.09,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,18.0,1.0,1.0,307.13,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,10938240.0,40659.0,194.0,169400632.11,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,1183.0,174.0,14.0,20073.68,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,65.0,2.0,1.0,1296.1000000000001,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,307.0,20.0,20.0,2961.0,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,7821.0,144.0,42.0,109021.49,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,203.0,69.0,30.0,3468.3,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,2388.0,323.0,61.0,22916.18,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,70.0,18.0,12.0,1461.6,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,6189465.0,9355.0,78.0,59750401.6,False,LONGA METRAGEM,False,False,True,False,False
True,False,True,8060.0,506.0,75.0,102125.09,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,207.0,56.0,15.0,3589.5,True,LONGA METRAGEM,False,False,True,False,False
True,True,False,360.0,70.0,16.0,7358.87,True,LONGA METRAGEM,False,False,True,False,False
False,True,True,221.0,23.0,15.0,4165.74,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,294.0,74.0,11.0,6617.57,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,675.0,59.0,7.0,10563.39,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,1654.0,112.0,18.0,18888.88,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,237.0,21.0,21.0,4725.780000000001,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,61000.0,2824.0,1101.0,1216340.0,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,1392.0,109.0,13.0,14341.92,True,LONGA METRAGEM,False,True,False,False,False
True,True,False,113.0,28.0,12.0,2396.75,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,1335.0,235.0,27.0,13807.93,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,14.0,7.0,7.0,279.16,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,2128.0,221.0,14.0,33886.58,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,5503.0,577.0,42.0,95852.9,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,1038.0,67.0,66.0,18979.0,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,0.0,1.0,1.0,0.0,True,MÉDIA METRAGEM,False,False,True,False,False
True,False,False,11.0,1.0,1.0,737.7800000000001,True,MÉDIA METRAGEM,False,True,False,False,False
True,False,False,27.0,4.0,1.0,513.33,True,LONGA METRAGEM,True,False,False,False,False
False,False,False,23.0,6.0,6.0,412.0,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,236.0,49.0,22.0,3080.28,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,50.0,13.0,13.0,491.0,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,144.0,130.0,116.0,2871.36,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,435.0,75.0,22.0,5705.22,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,248.0,13.0,13.0,4945.12,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,1783.0,139.0,27.0,12026.22,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,75.0,19.0,13.0,1178.19,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,1312134.0,18132.0,88.0,18602352.39,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,613.0,7.0,7.0,7956.0,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,40.0,27.0,22.0,683.02,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,85037.0,4120.0,34.0,1477074.39,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,19.0,4.0,4.0,378.86,True,MÉDIA METRAGEM,False,False,True,False,False
True,False,False,92.0,7.0,7.0,996.3,True,LONGA METRAGEM,True,False,False,False,False
False,False,False,207.0,7.0,7.0,2940.0,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,4511.0,492.0,83.0,63538.33,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,11.0,8.0,6.0,259.22,True,MÉDIA METRAGEM,False,True,False,False,False
True,False,False,132.0,22.0,21.0,966.0,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,85.0,5.0,5.0,1395.58,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,4254.0,208.0,44.0,73525.33,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,7427.0,480.0,69.0,90437.74,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,5995.0,663.0,35.0,111465.87,True,LONGA METRAGEM,False,False,True,False,False
True,True,False,32.0,15.0,15.0,475.0,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,38.0,6.0,6.0,493.26,True,LONGA METRAGEM,False,False,True,False,False
False,True,True,28.0,5.0,5.0,427.16,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,1602.0,66.0,53.0,11739.25,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,5619.0,319.0,48.0,57018.64,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,16799.0,1412.0,74.0,280831.94,True,LONGA METRAGEM,False,False,True,False,False
True,True,True,75.0,42.0,23.0,1257.29,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,135.0,26.0,23.0,1514.97,True,LONGA METRAGEM,False,False,True,False,False
False,True,True,34.0,5.0,5.0,750.0,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,521.0,12.0,12.0,3305.0,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,5812.0,123.0,32.0,53173.89,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,740.0,81.0,15.0,10253.33,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,68.0,2.0,2.0,1355.92,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,786.0,96.0,30.0,7301.02,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,0.0,1.0,1.0,0.0,False,MÉDIA METRAGEM,False,True,False,False,False
True,False,False,378.0,97.0,34.0,6164.54,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,1143.0,131.0,47.0,18789.44,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,22.0,2.0,2.0,438.68,True,MÉDIA METRAGEM,False,True,False,False,False
True,False,True,138.0,64.0,21.0,2523.64,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,469143.0,11407.0,49.0,6925410.04,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,3519.0,154.0,14.0,23578.4,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,198.0,1.0,1.0,2567.0,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,860.0,119.0,28.0,14080.47,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,307.0,95.0,17.0,5061.43,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,4.0,1.0,1.0,79.76,True,LONGA METRAGEM,False,True,False,False,False
True,True,False,125.0,32.0,21.0,1269.15,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,2476.0,201.0,31.0,30152.17,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,407.0,82.0,51.0,4467.35,True,LONGA METRAGEM,False,False,True,False,False
False,True,False,242.0,41.0,31.0,3090.7000000000003,True,MÉDIA METRAGEM,False,True,False,False,False
True,False,False,404.0,10.0,10.0,2730.0,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,543.0,66.0,35.0,7040.94,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,21.0,12.0,10.0,409.59,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,46.0,11.0,6.0,897.3000000000001,True,MÉDIA METRAGEM,False,True,False,False,False
True,False,False,254.0,94.0,29.0,4105.95,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,3079.0,224.0,27.0,43712.56,True,LONGA METRAGEM,False,True,False,False,False
False,True,False,2116.0,120.0,20.0,22036.38,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,17.0,9.0,6.0,320.43,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,33.0,15.0,6.0,481.96,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,22.0,13.0,6.0,373.88,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,19.0,8.0,6.0,331.01,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,16.0,8.0,6.0,275.64,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,431.0,14.0,11.0,3828.0,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,15276.0,649.0,135.0,168529.09,True,LONGA METRAGEM,True,False,False,False,False
True,True,False,399.0,30.0,13.0,15545.64,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,2129138.0,21874.0,283.0,30453059.16,True,LONGA METRAGEM,False,False,True,False,False
True,True,False,193.0,42.0,12.0,3043.43,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,966.0,83.0,14.0,15713.82,True,LONGA METRAGEM,False,False,True,False,False
False,True,False,9114.0,431.0,59.0,168870.05,False,LONGA METRAGEM,False,True,False,False,False
True,False,False,321.0,69.0,30.0,4812.94,True,LONGA METRAGEM,False,True,False,False,False
True,False,False,672.0,95.0,21.0,15174.34,True,MÉDIA METRAGEM,False,True,False,False,False
False,False,True,776.0,142.0,12.0,10805.53,True,LONGA METRAGEM,False,False,True,False,False
False,False,False,464.0,32.0,26.0,6363.66,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,803483.0,12058.0,50.0,11894965.62,True,LONGA METRAGEM,False,False,True,False,False
True,False,True,7478.0,1200.0,42.0,144622.02,True,LONGA METRAGEM,False,False,True,False,False
True,True,True,191.0,34.0,15.0,2682.71,True,LONGA METRAGEM,False,False,True,False,False
False,False,True,65.0,7.0,7.0,1296.1000000000001,True,LONGA METRAGEM,False,True,False,False,False
False,False,False,13.0,3.0,1.0,250.26,False,LONGA METRAGEM,False,False,True,False,False
True,True,False,185.0,29.0,19.0,1673.0,True,LONGA METRAGEM,False,True,False,False,False
True,False,True,1076.0,166.0,18.0,9206.2,True,LONGA METRAGEM,False,False,True,False,False
True,True,True,1037.0,209.0,19.0,21043.87,True,LONGA METRAGEM,False,False,True,False,False
True,False,False,132.0,36.0,19.0,1480.54,True,LONGA METRAGEM,False,True,False,False,False
False,False,True,31313.0,3773.0,37.0,486861.66,True,LONGA METRAGEM,False,False,True,False,False
True,True,False,918.0,116.0,39.0,9867.32,True,LONGA METRAGEM,False,True,False,False,False
True,True,False,251.0,111.0,90.0,5004.9400000000005,True,LONGA METRAGEM,False,False,True,False,False
