DATA_EXIBICAO;SESSAO;TITULO_ORIGINAL;TITULO_BRASIL;CPB_ROE;AUDIO;LEGENDADA;PAIS_OBRA;REGISTRO_SALA;NOME_SALA;PUBLICO;REGISTRO_GRUPO_EXIBIDOR;REGISTRO_EXIBIDOR;REGISTRO_COMPLEXO;MUNICIPIO_SALA_COMPLEXO;UF_SALA_COMPLEXO;RAZAO_SOCIAL_EXIBIDORA;CNPJ_EXIBIDORA
22/02/2019;22/02/2019 03:30:00;SAI DE BAIXO, O FILME;;B1900031700000;ORIGINAL;NÃO;BRASIL;5005784;MOVIEPLEX - SALA 01;13;;36106;36107;TIANGUÁ;CE;MOVIEPLEX ENTRETENIMENTO LTDA -ME;26.756.579/0001-00
22/02/2019;22/02/2019 07:30:00;SAI DE BAIXO, O FILME;;B1900031700000;ORIGINAL;NÃO;BRASIL;5005784;MOVIEPLEX - SALA 01;8;;36106;36107;TIANGUÁ;CE;MOVIEPLEX ENTRETENIMENTO LTDA -ME;26.756.579/0001-00
22/02/2019;22/02/2019 08:00:00;ESCAPE ROOM;ESCAPE ROOM;E1800535500000;DUBLADO;NÃO;ESTADOS UNIDOS;5004187;CINEFLIX JK SHOPPING - SALA 4;2;6000014;24534;24535;BRASÍLIA;DF;REDECINE BSB CINEMATOGRÁFICA LTDA;18.087.870/0001-05
22/02/2019;22/02/2019 08:00:00;HOW TO TRAIN YOUR DRAGON: THE HIDDEN WORLD;COMO TREINAR O SEU DRAGÃO 3;E1800532200000;DUBLADO;NÃO;ESTADOS UNIDOS;5004186;CINEFLIX JK SHOPPING - SALA 3;41;6000014;24534;24535;BRASÍLIA;DF;REDECINE BSB CINEMATOGRÁFICA LTDA;18.087.870/0001-05
22/02/2019;22/02/2019 09:20:00;ESCAPE ROOM;ESCAPE ROOM;E1800535500000;DUBLADO;NÃO;ESTADOS UNIDOS;5005785;MOVIEPLEX - SALA 02;4;;36106;36107;TIANGUÁ;CE;MOVIEPLEX ENTRETENIMENTO LTDA -ME;26.756.579/0001-00
22/02/2019;22/02/2019 10:00:00;BLACKKKLANSMAN;INFILTRADO NA KLAN;E1800396900000;ORIGINAL;SIM;ESTADOS UNIDOS;5003055;SALA SINHOZINHO 01;9;;18802;18803;PALMAS;TO;FUNDAÇÃO CULTURAL DE PALMAS - FCP;11.794.886/0001-09
22/02/2019;22/02/2019 10:00:00;ESCAPE ROOM;ESCAPE ROOM;E1800535500000;DUBLADO;NÃO;ESTADOS UNIDOS;5004186;CINEFLIX JK SHOPPING - SALA 3;14;6000014;24534;24535;BRASÍLIA;DF;REDECINE BSB CINEMATOGRÁFICA LTDA;18.087.870/0001-05
22/02/2019;22/02/2019 10:00:00;FEVEREIROS;;B1700598000000;ORIGINAL;NÃO;BRASIL;5003170;SALADEARTE - CINE VIVO 01;3;6000052;5722;19661;SALVADOR;BA;CINEMA E ARTE PRODUÇÕES LTDA;03.719.055/0001-44
22/02/2019;22/02/2019 10:10:00;A STAR IS BORN;NASCE UMA ESTRELA;E1800303500000;ORIGINAL;SIM;ESTADOS UNIDOS;5003171;SALADEARTE - CINE VIVO 02;2;6000052;5722;19661;SALVADOR;BA;CINEMA E ARTE PRODUÇÕES LTDA;03.719.055/0001-44
22/02/2019;22/02/2019 11:25:00;VICE;VICE;E1800602500000;ORIGINAL;SIM;ESTADOS UNIDOS;5003170;SALADEARTE - CINE VIVO 01;6;6000052;5722;19661;SALVADOR;BA;CINEMA E ARTE PRODUÇÕES LTDA;03.719.055/0001-44
