DATA_EXIBICAO;SESSAO;TITULO_ORIGINAL;TITULO_BRASIL;CPB_ROE;AUDIO;LEGENDADA;PAIS_OBRA;REGISTRO_SALA;NOME_SALA;PUBLICO;REGISTRO_GRUPO_EXIBIDOR;REGISTRO_EXIBIDOR;REGISTRO_COMPLEXO;MUNICIPIO_SALA_COMPLEXO;UF_SALA_COMPLEXO;RAZAO_SOCIAL_EXIBIDORA;CNPJ_EXIBIDORA
01/12/2021;01/12/2021 06:20:00;ENCANTO;ENCANTO;E2100480200000;DUBLADO;NÃO;ESTADOS UNIDOS;5005784;MOVIEPLEX - SALA 01;10;;36106;36107;TIANGUÁ;CE;MOVIEPLEX ENTRETENIMENTO LTDA -ME;26.756.579/0001-00
01/12/2021;01/12/2021 08:30:00;ETERNALS;ETERNOS;E2100371000000;DUBLADO;NÃO;ESTADOS UNIDOS;5005784;MOVIEPLEX - SALA 01;11;;36106;36107;TIANGUÁ;CE;MOVIEPLEX ENTRETENIMENTO LTDA -ME;26.756.579/0001-00
01/12/2021;01/12/2021 08:40:00;ETERNALS;ETERNOS;E2100371000000;DUBLADO;NÃO;ESTADOS UNIDOS;5006164;CINESYSTEM PARANAGUÁ SALA 01;59;6000027;22546;41698;PARANAGUÁ;PR;REDECINE BRA CINEMATOGRÁFICA S.A.;15.422.993/0001-67
01/12/2021;01/12/2021 09:00:00;ENCANTO;ENCANTO;E2100480200000;DUBLADO;NÃO;ESTADOS UNIDOS;5006507;CINEMARK MOGI GUAÇU 03;58;6000018;1843;44889;MOGI GUAÇU;SP;CINEMARK BRASIL S.A;00.779.721/0001-41
01/12/2021;01/12/2021 09:00:00;ETERNALS;ETERNOS;E2100371000000;DUBLADO;NÃO;ESTADOS UNIDOS;5005964;CINETEATRO PE. JOSÉ ZANELLI;75;;38712;38713;IBIPORÃ;PR;ASSOCIAÇÃO DE PAIS E AMIGOS DOS SURDOS DE IBIPORÃ;08.849.365/0001-05
01/12/2021;01/12/2021 09:00:00;GOD'S NOT DEAD: WE THE PEOPLE;DEUS NÃO ESTÁ MORTO: O PRÓXIMO CAPÍTULO;E2100436900000;DUBLADO;NÃO;ESTADOS UNIDOS;5004185;CINEFLIX JK SHOPPING - SALA 2;44;6000014;24534;24535;BRASÍLIA;DF;REDECINE BSB CINEMATOGRÁFICA LTDA;18.087.870/0001-05
01/12/2021;01/12/2021 09:15:00;ETERNALS;ETERNOS;E2100371000000;DUBLADO;NÃO;ESTADOS UNIDOS;5006407;GRUPOCINE RIO DO SUL 01;0;6000034;44276;44286;RIO DO SUL;SC;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA;21.298.337/0001-05
01/12/2021;01/12/2021 09:30:00;ETERNALS;ETERNOS;E2100371000000;DUBLADO;NÃO;ESTADOS UNIDOS;5003564;LONDRINA 01;63;6000027;22546;22548;LONDRINA;PR;REDECINE BRA CINEMATOGRÁFICA S.A.;15.422.993/0001-67
01/12/2021;01/12/2021 10:00:00;THE ADDAMS FAMILY 2;A FAMÍLIA ADDAMS 2: PÉ NA ESTRADA;E2100404800000;DUBLADO;NÃO;ESTADOS UNIDOS;5003571;SALA CIDADE JARDIM NORTE 02;0;6000006;2836;22580;SÃO JOSÉ DO RIO PRETO;SP;EMPRESA SAO LUIZ DE CINEMAS LTDA - EM RECUPERACAO JUDICIAL;52.067.071/0001-05
01/12/2021;01/12/2021 10:30:00;SPACE JAM: A NEW LEGACY;SPACE JAM: UM NOVO LEGADO;E2100229400000;DUBLADO;NÃO;ESTADOS UNIDOS;5003019;CENTERPLEX BARRETOS 01;41;6000006;16321;18414;BARRETOS;SP;EMPRESA DE CINEMAS FORTALEZA LTDA;10.785.710/0001-28
