DATA_EXIBICAO;SESSAO;TITULO_ORIGINAL;TITULO_BRASIL;CPB_ROE;AUDIO;LEGENDADA;PAIS_OBRA;REGISTRO_SALA;NOME_SALA;PUBLICO;REGISTRO_GRUPO_EXIBIDOR;REGISTRO_EXIBIDOR;REGISTRO_COMPLEXO;MUNICIPIO_SALA_COMPLEXO;UF_SALA_COMPLEXO;RAZAO_SOCIAL_EXIBIDORA;CNPJ_EXIBIDORA
29/03/2020;29/03/2020 11:30:00;MODO DE PRODUÇÃO;;B1700441000000;ORIGINAL;NÃO;BRASIL;5001748;CINEMA IMS-RJ;0;;860;5411;RIO DE JANEIRO;RJ;INSTITUTO MOREIRA SALLES;58.397.563/0001-45
29/03/2020;29/03/2020 13:00:00;MULAN;MULAN;E1900366300000;DUBLADO;NÃO;ESTADOS UNIDOS;5006506;CINEMARK MOGI GUAÇU 02;0;6000018;1843;44889;MOGI GUAÇU;SP;CINEMARK BRASIL S.A;00.779.721/0001-41
29/03/2020;29/03/2020 14:00:00;VAGA CARNE;;B2000065500000;ORIGINAL;NÃO;BRASIL;5001748;CINEMA IMS-RJ;0;;860;5411;RIO DE JANEIRO;RJ;INSTITUTO MOREIRA SALLES;58.397.563/0001-45
29/03/2020;29/03/2020 14:30:00;MULAN;MULAN;E1900366300000;DUBLADO;NÃO;ESTADOS UNIDOS;5004819;CINEMAXX CINE BAUHAUS 01;0;6000019;2702;6706;PETRÓPOLIS;RJ;PROMOVE ADMINISTRACAO E REALIZACOES LTDA;28.450.641/0001-67
29/03/2020;29/03/2020 15:40:00;MULAN;MULAN;E1900366300000;DUBLADO;NÃO;ESTADOS UNIDOS;5006506;CINEMARK MOGI GUAÇU 02;0;6000018;1843;44889;MOGI GUAÇU;SP;CINEMARK BRASIL S.A;00.779.721/0001-41
29/03/2020;29/03/2020 16:00:00;FOTOGRAFAÇÃO;;B1900205100000;ORIGINAL;NÃO;BRASIL;5001748;CINEMA IMS-RJ;0;;860;5411;RIO DE JANEIRO;RJ;INSTITUTO MOREIRA SALLES;58.397.563/0001-45
29/03/2020;29/03/2020 17:00:00;MULAN;MULAN;E1900366300000;DUBLADO;NÃO;ESTADOS UNIDOS;5004819;CINEMAXX CINE BAUHAUS 01;0;6000019;2702;6706;PETRÓPOLIS;RJ;PROMOVE ADMINISTRACAO E REALIZACOES LTDA;28.450.641/0001-67
29/03/2020;29/03/2020 18:00:00;TECHNOBOSS;TECHNOBOSS;E1900533200000;ORIGINAL;SIM;PORTUGAL;5001748;CINEMA IMS-RJ;0;;860;5411;RIO DE JANEIRO;RJ;INSTITUTO MOREIRA SALLES;58.397.563/0001-45
29/03/2020;29/03/2020 18:20:00;MULAN;MULAN;E1900366300000;DUBLADO;NÃO;ESTADOS UNIDOS;5006506;CINEMARK MOGI GUAÇU 02;0;6000018;1843;44889;MOGI GUAÇU;SP;CINEMARK BRASIL S.A;00.779.721/0001-41
29/03/2020;29/03/2020 19:30:00;MULAN;MULAN;E1900366300000;ORIGINAL;SIM;ESTADOS UNIDOS;5004819;CINEMAXX CINE BAUHAUS 01;0;6000019;2702;6706;PETRÓPOLIS;RJ;PROMOVE ADMINISTRACAO E REALIZACOES LTDA;28.450.641/0001-67
29/03/2020;29/03/2020 20:00:00;VAGA CARNE;;B2000065500000;ORIGINAL;NÃO;BRASIL;5001748;CINEMA IMS-RJ;0;;860;5411;RIO DE JANEIRO;RJ;INSTITUTO MOREIRA SALLES;58.397.563/0001-45
29/03/2020;29/03/2020 21:00:00;MULAN;MULAN;E1900366300000;ORIGINAL;SIM;ESTADOS UNIDOS;5006506;CINEMARK MOGI GUAÇU 02;0;6000018;1843;44889;MOGI GUAÇU;SP;CINEMARK BRASIL S.A;00.779.721/0001-41
30/03/2020;30/03/2020 13:00:00;MULAN;MULAN;E1900366300000;DUBLADO;NÃO;ESTADOS UNIDOS;5006506;CINEMARK MOGI GUAÇU 02;0;6000018;1843;44889;MOGI GUAÇU;SP;CINEMARK BRASIL S.A;00.779.721/0001-41
30/03/2020;30/03/2020 15:40:00;MULAN;MULAN;E1900366300000;DUBLADO;NÃO;ESTADOS UNIDOS;5006506;CINEMARK MOGI GUAÇU 02;0;6000018;1843;44889;MOGI GUAÇU;SP;CINEMARK BRASIL S.A;00.779.721/0001-41
30/03/2020;30/03/2020 18:20:00;MULAN;MULAN;E1900366300000;DUBLADO;NÃO;ESTADOS UNIDOS;5006506;CINEMARK MOGI GUAÇU 02;0;6000018;1843;44889;MOGI GUAÇU;SP;CINEMARK BRASIL S.A;00.779.721/0001-41
30/03/2020;30/03/2020 21:00:00;MULAN;MULAN;E1900366300000;ORIGINAL;SIM;ESTADOS UNIDOS;5006506;CINEMARK MOGI GUAÇU 02;0;6000018;1843;44889;MOGI GUAÇU;SP;CINEMARK BRASIL S.A;00.779.721/0001-41
