DATA_EXIBICAO;SESSAO;TITULO_ORIGINAL;TITULO_BRASIL;CPB_ROE;AUDIO;LEGENDADA;PAIS_OBRA;REGISTRO_SALA;NOME_SALA;PUBLICO;REGISTRO_GRUPO_EXIBIDOR;REGISTRO_EXIBIDOR;REGISTRO_COMPLEXO;MUNICIPIO_SALA_COMPLEXO;UF_SALA_COMPLEXO;RAZAO_SOCIAL_EXIBIDORA;CNPJ_EXIBIDORA
01/10/2023;01/10/2023 00:20:00;SAW X;JOGOS MORTAIS X;E2300336900000;ORIGINAL;SIM;CANADÁ;5006365;ALFENAS SALA 2;0;6000008;15833;44017;ALFENAS;MG;CINE A LTDA;10.894.937/0001-01
01/10/2023;01/10/2023 00:20:00;SAW X;JOGOS MORTAIS X;E2300336900000;ORIGINAL;SIM;CANADÁ;5004199;ARARAS SALA 1;0;6000008;15833;24551;ARARAS;SP;CINE A LTDA;10.894.937/0001-01
01/10/2023;01/10/2023 00:20:00;SAW X;JOGOS MORTAIS X;E2300336900000;ORIGINAL;SIM;CANADÁ;5006072;CINE A ALTAMIRA SALA 02;0;6000008;28464;33426;ALTAMIRA;PA;CINE A MARABA LTDA;21.160.773/0001-05
01/10/2023;01/10/2023 00:20:00;SAW X;JOGOS MORTAIS X;E2300336900000;ORIGINAL;SIM;CANADÁ;5005505;CINE A BRAGANÇA PAULISTA SALA 2;0;6000008;3227;32481;BRAGANÇA PAULISTA;SP;CINE A BRAGANCA PAULISTA LTDA;41.861.923/0001-15
01/10/2023;01/10/2023 00:20:00;SAW X;JOGOS MORTAIS X;E2300336900000;ORIGINAL;SIM;CANADÁ;5006885;CINE A CONTINENTAL 02;0;6000008;15833;52197;SÃO PAULO;SP;CINE A LTDA;10.894.937/0001-01
01/10/2023;01/10/2023 00:20:00;SAW X;JOGOS MORTAIS X;E2300336900000;ORIGINAL;SIM;CANADÁ;5006207;CINE A ITAJUBA 04;0;6000008;15833;41725;ITAJUBÁ;MG;CINE A LTDA;10.894.937/0001-01
01/10/2023;01/10/2023 00:20:00;SAW X;JOGOS MORTAIS X;E2300336900000;ORIGINAL;SIM;CANADÁ;5006026;CINE A LAVRAS SALA 01;0;6000008;15833;39675;LAVRAS;MG;CINE A LTDA;10.894.937/0001-01
01/10/2023;01/10/2023 00:20:00;SAW X;JOGOS MORTAIS X;E2300336900000;ORIGINAL;SIM;CANADÁ;5004947;CINE A MARABÁ SALA 02;0;6000008;28464;28466;MARABÁ;PA;CINE A MARABA LTDA;21.160.773/0001-05
01/10/2023;01/10/2023 00:20:00;SAW X;JOGOS MORTAIS X;E2300336900000;ORIGINAL;SIM;CANADÁ;5006526;CINE A MINEIROS 01;0;6000008;15833;45032;MINEIROS;GO;CINE A LTDA;10.894.937/0001-01
01/10/2023;01/10/2023 00:20:00;SAW X;JOGOS MORTAIS X;E2300336900000;ORIGINAL;SIM;CANADÁ;5006142;CINE A POUSO ALEGRE - SALA 2;0;6000008;15833;39367;POUSO ALEGRE;MG;CINE A LTDA;10.894.937/0001-01
01/10/2023;01/10/2023 00:20:00;SAW X;JOGOS MORTAIS X;E2300336900000;ORIGINAL;SIM;CANADÁ;5006299;CINE A RIO VERDE SALA 2;0;6000008;15833;43022;RIO VERDE;GO;CINE A LTDA;10.894.937/0001-01
