ano_exibicao,distribuidora,origem_empresa,publico,publico_br,renda,renda_br,titulos_exibidos,titulos_exibidos_br,titulos_lancados,titulos_lancados_br
2018,Riofilme,Distribuição Nacional,25091,25091,337693.0,337693.0,2,2,1,1
2018,Sony,Distribuição Internacional,20649621,7850,308569578.0,130436.0,29,1,21,1
2018,Supo Mungam Films,Distribuição Nacional,116052,0,1849979.0,0.0,15,0,9,0
2018,Synapse,Distribuição Nacional,908,908,16809.0,16809.0,1,1,1,1
2018,Taturana,Distribuição Nacional,1415,1415,17401.0,17401.0,4,4,4,4
2018,Tucumán,Distribuição Nacional,3674,3674,48738.0,48738.0,3,3,0,0
2018,Tv Meio Ambiente,Distribuição Nacional,0,0,0.0,0.0,1,1,0,0
2018,Umes,Distribuição Nacional,10085,0,165145.0,0.0,1,0,1,0
2018,Universal,Distribuição Internacional,17717549,0,274029033.0,0.0,33,0,18,0
2018,Urca Filme,Distribuição Nacional,1299,1299,18519.0,18519.0,1,1,1,1
2018,Videofilmes,Distribuição Nacional,3206,3206,45993.0,45993.0,1,1,0,0
2018,Vitrine Filmes,Distribuição Nacional,575269,497383,7705795.0,6425134.0,57,55,25,24
2018,Vitrine Filmes/Espaço Filmes,Distribuição Nacional,11786,11786,153437.0,153437.0,1,1,1,1
2018,Warner,Distribuição Internacional,25419914,47789,402549676.0,698721.0,28,2,18,2
2018,Zeta Filmes,Distribuição Nacional,54136,0,727057.0,0.0,25,0,14,0
2019,360 Ent.,Distribuição Nacional,746451,0,9637906.72,0.0,1,0,1,0
2019,A2 Filmes,Distribuição Nacional,138465,4221,2297136.0,73153.0,15,1,14,1
2019,A2 Filmes/Alphaville Filmes,Distribuição Nacional,117,0,1160.0,0.0,1,0,0,0
2019,Alpha Filmes,Distribuição Nacional,446835,0,7998626.34,0.0,3,0,3,0
2019,Anagrama Filmes,Distribuição Nacional,2637,2637,39784.0,39784.0,2,2,2,2
2019,Arteplex,Distribuição Nacional,94862,6661,1566031.6,44121.24,9,1,9,1
2019,Arthouse,Distribuição Nacional,27505,27505,342570.0,342570.0,7,7,6,6
2019,Bonfilm,Distribuição Nacional,20207,0,310959.0,0.0,3,0,2,0
2019,Boulevard Filmes,Distribuição Nacional,17582,17582,245329.0,245329.0,3,3,3,3
2019,Bretz Filmes,Distribuição Nacional,27067,6200,458074.0,97403.0,8,6,8,6
2019,Califórnia,Distribuição Nacional,234498,1546,4124219.57,21323.0,19,2,13,1
2019,Califórnia/Diamond Films,Distribuição Nacional,64,0,1570.0,0.0,1,0,0,0
2019,Cavideo Produções,Distribuição Nacional,133,133,2320.0,2320.0,1,1,1,1
2019,Ciclorama Filmes,Distribuição Nacional,382,382,5223.0,5223.0,1,1,1,1
2019,Cineart Filmes,Distribuição Nacional,11446,1018,178120.0,12400.0,6,1,4,1
2019,Cinecolor Do Brasil,Distribuição Nacional,36250,0,551218.0,0.0,4,0,4,0
2019,Cultura,Distribuição Nacional,873,873,14982.0,14982.0,1,1,1,1
2019,Cup Filmes,Distribuição Nacional,5310,1782,52932.0,19225.0,2,1,2,1
2019,Descoloniza Filmes,Distribuição Nacional,7741,7741,95924.0,95924.0,2,2,2,2
2019,Diamond Films,Distribuição Nacional,2008126,0,35186763.0,0.0,38,0,26,0
2019,Dimauro Filmes,Distribuição Nacional,273,273,3149.0,3149.0,1,1,1,1
2019,Disney,Distribuição Internacional,75770402,432182,1249377829.56,6813529.0,38,3,16,1
2019,Disney/Vitrine Filmes,Codistribuição Internacional-Nacional,476714,476714,6433928.0,6433928.0,1,1,1,1
2019,Downtown,Distribuição Nacional,437198,437198,6867372.0,6867372.0,6,6,6,6
2019,Downtown/Paris,Distribuição Nacional,14942855,14942855,195857299.58,195857299.58,8,8,3,3
2019,E.H. Produções,Distribuição Nacional,484,484,7712.0,7712.0,1,1,1,1
2019,Elite Filmes,Distribuição Nacional,2871,0,42895.0,0.0,4,0,4,0
2019,Elo Company,Distribuição Nacional,42160,42160,430899.0,430899.0,27,27,20,20
2019,Elo Company/Europa Filmes,Distribuição Nacional,15179,15179,167126.0,167126.0,1,1,1,1
2019,Embaúba Filmes,Distribuição Nacional,8816,8816,98164.0,98164.0,6,6,5,5
2019,Embaúba Filmes/Pique-Bandeira Filmes,Distribuição Nacional,31,31,252.0,252.0,1,1,0,0
2019,Engady Cine Vídeo,Distribuição Nacional,268,268,4375.0,4375.0,1,1,0,0
2019,Esfera Produções,Distribuição Nacional,3347,3121,49227.0,46415.0,6,3,3,3
2019,Espaço Dos Satyros,Distribuição Nacional,150,150,2493.0,2493.0,1,1,0,0
2019,Espaço Filmes,Distribuição Nacional,37691,9014,653616.0,167956.0,7,2,5,2
2019,Estação Luz Filmes,Distribuição Nacional,50,50,649.0,649.0,1,1,0,0
2019,Europa,Distribuição Nacional,45,45,484.0,484.0,1,1,0,0
2019,F. J. Cines,Distribuição Nacional,838,0,8628.0,0.0,6,0,0,0
2019,Fênix Filmes,Distribuição Nacional,30548,851,511184.0,11263.0,3,1,3,1
2019,Fênix Filmes/Escarlate,Distribuição Nacional,4128,0,70425.0,0.0,1,0,1,0
2019,Fênix Filmes/Tucumán,Distribuição Nacional,839,839,10794.0,10794.0,2,2,2,2
2019,Flow Impact,Distribuição Nacional,11130,0,124304.0,0.0,2,0,2,0
2019,Forte Filmes,Distribuição Nacional,130,130,2451.0,2451.0,1,1,1,1
2019,Fox,Distribuição Internacional,8059951,0,126483291.0,0.0,17,0,8,0
2019,Galeria Distribuidora,Distribuição Nacional,404902,0,5945506.0,0.0,4,0,4,0
2019,Gávea Filmes E Produções,Distribuição Nacional,47,47,288.0,288.0,1,1,1,1
2019,H2O Films,Distribuição Nacional,805971,805971,11933933.0,11933933.0,3,3,2,2
2019,Imagem,Distribuição Nacional,2959363,1075393,47339840.59,15352421.0,34,16,28,14
2019,Imagem/Riofilme,Distribuição Nacional,19,19,95.0,95.0,1,1,0,0
2019,Imovision,Distribuição Nacional,299356,20021,4910131.06,302685.0,50,7,25,3
2019,Inquieta Cinema Cultura E Comunicação,Distribuição Nacional,6289,6289,59142.0,59142.0,3,3,2,2
2019,Ipecine/Olhar Distribuição,Distribuição Nacional,5970,0,59448.0,0.0,1,0,1,0
2019,Ivin Films,Distribuição Nacional,1189,1189,21474.0,21474.0,1,1,1,1
2019,Jura Filmes,Distribuição Nacional,527,527,5591.0,5591.0,1,1,1,1
2019,Kinopus,Distribuição Nacional,359,359,4611.0,4611.0,1,1,1,1
2019,Klaxon Cultura Audiovisual,Distribuição Nacional,3284,3284,33057.0,33057.0,1,1,1,1
2019,Lança Filmes,Distribuição Nacional,7520,2948,115089.0,38257.0,5,2,4,2
2019,Lauper,Distribuição Nacional,1715,1715,17690.0,17690.0,1,1,1,1
2019,Lira Filmes,Distribuição Nacional,2380,537,36155.0,6467.0,2,1,2,1
2019,Livres Filmes,Distribuição Nacional,2068,2068,28833.0,28833.0,1,1,1,1
2019,Lume Produções Cinematográficas,Distribuição Nacional,1160,1160,11700.0,11700.0,2,2,2,2
2019,Mac Comunicação,Distribuição Nacional,22,22,84.0,84.0,1,1,0,0
2019,Moro Comunicação,Distribuição Nacional,358,358,4686.0,4686.0,1,1,1,1
2019,O2 Play,Distribuição Nacional,64640,23854,971930.42,297683.0,13,11,11,9
2019,Okna Produções,Distribuição Nacional,897,897,10802.0,10802.0,1,1,1,1
2019,Olhar Distribuição,Distribuição Nacional,10586,10586,103549.0,103549.0,9,9,8,8
2019,Pagu Pictures,Distribuição Nacional,140355,31429,2371725.03,499039.0,18,6,16,6
2019,Pandora Filmes,Distribuição Nacional,83739,14735,1253410.77,198149.74,20,6,17,5
2019,Paramount,Distribuição Internacional,4914168,0,78192004.91,0.0,10,0,7,0
2019,Paris,Distribuição Nacional,8735552,3896090,130265173.02,54959103.63,35,6,27,5
2019,Pipa Produções,Distribuição Nacional,4123,4123,33932.0,33932.0,1,1,1,1
2019,Pique-Bandeira Filmes,Distribuição Nacional,157,157,1379.0,1379.0,1,1,1,1
2019,Playarte,Distribuição Nacional,288958,0,4386800.0,0.0,8,0,6,0
2019,Raça Ruim Filmes,Distribuição Nacional,12471,12471,170706.0,170706.0,1,1,1,1
2019,Raccord Produções,Distribuição Nacional,786,786,11535.0,11535.0,1,1,1,1
2019,Raiz Distribuidora,Distribuição Nacional,143,143,715.0,715.0,1,1,0,0
2019,Sony,Distribuição Internacional,14085832,749656,224189971.0,11856607.0,23,2,14,1
2019,Sony/Vitrine Filmes,Codistribuição Internacional-Nacional,117618,117618,2018313.24,2018313.24,1,1,1,1
2019,Supo Mungam Films,Distribuição Nacional,9930,0,144781.0,0.0,9,0,4,0
2019,Taturana,Distribuição Nacional,3657,3657,25222.0,25222.0,4,4,2,2
2019,Universal,Distribuição Internacional,14664283,0,227090511.14,0.0,26,0,17,0
2019,Urbano Filmes,Distribuição Nacional,464,464,6364.0,6364.0,1,1,1,1
2019,Videofilmes,Distribuição Nacional,263,263,2652.0,2652.0,1,1,0,0
2019,Vilacine,Distribuição Nacional,190,0,2847.0,0.0,1,0,1,0
2019,Vitrine Filmes,Distribuição Nacional,840556,822978,12459923.0,12206979.0,54,49,15,13
2019,Warner,Distribuição Internacional,24615278,199773,392191526.86,3237399.0,30,2,20,2
2019,Zeta Filmes,Distribuição Nacional,16537,0,213433.0,0.0,21,0,8,0
2020,360 Ent.,Distribuição Nacional,1355,0,16018.13,0.0,1,0,0,0
2020,A2 Filmes,Distribuição Nacional,20414,33,336660.18,372.0,14,1,7,0
2020,Alpha Filmes,Distribuição Nacional,828334,0,15607263.32,0.0,1,0,0,0
2020,Anagrama Filmes,Distribuição Nacional,20499,20499,332072.82,332072.82,1,1,1,1
2020,Arteplex,Distribuição Nacional,31000,2871,465730.42,18618.92,13,1,6,0
2020,Arthouse,Distribuição Nacional,18,18,202.0,202.0,1,1,0,0
2020,Boulevard Filmes,Distribuição Nacional,3228,3228,30329.57,30329.57,1,1,1,1
2020,Bretz Filmes,Distribuição Nacional,764,501,12672.76,8308.53,7,3,7,3
2020,Califórnia,Distribuição Nacional,46907,296,813443.65,5102.32,6,1,3,1
2020,Cinecolor Do Brasil,Distribuição Nacional,27875,0,477329.1,0.0,6,0,6,0
2020,Coisa De Cinema,Distribuição Nacional,17,17,366.43,366.43,1,1,1,1
2020,Deberton Entretenimento,Distribuição Nacional,131,131,1649.5,1649.5,1,1,1,1
2020,Diamond Films,Distribuição Nacional,510166,0,7913102.63,0.0,14,0,6,0
2020,Dimauro Filmes,Distribuição Nacional,7,7,121.53,121.53,1,1,0,0
2020,Disney,Distribuição Internacional,10427906,155,165486981.51,2884.15,27,1,9,1
2020,Disney/Vitrine Filmes,Codistribuição Internacional-Nacional,72,72,1335.0,1335.0,1,1,0,0
2020,Downtown,Distribuição Nacional,8124,8124,128242.29,128242.29,5,5,4,4
2020,Downtown/Paris,Distribuição Nacional,8377920,8377920,128703561.77,128703561.77,13,13,0,0
2020,Elo Company,Distribuição Nacional,4089,4089,48725.67,48725.67,14,14,10,10
2020,Embaúba Filmes,Distribuição Nacional,328,328,3185.57,3185.57,3,3,2,2
2020,Espaço Filmes,Distribuição Nacional,417,417,6136.46,6136.46,1,1,0,0
2020,Espiral,Distribuição Nacional,672,672,11671.13,11671.13,1,1,1,1
2020,F. J. Cines,Distribuição Nacional,139,0,6497.0,0.0,1,0,0,0
2020,Fênix Filmes/Escarlate,Distribuição Nacional,1355,0,21832.9,0.0,1,0,0,0
2020,Galeria Distribuidora,Distribuição Nacional,41326,38043,612614.48,563029.48,3,1,1,1
2020,Imagem,Distribuição Nacional,1023277,550,15440214.79,8649.73,21,2,5,0
2020,Imovision,Distribuição Nacional,47824,5597,770991.42,74386.66,40,2,5,1
2020,Inquieta Cinema Cultura E Comunicação,Distribuição Nacional,736,736,4705.0,4705.0,1,1,0,0
2020,Ipecine/Olhar Distribuição,Distribuição Nacional,52,0,364.0,0.0,1,0,0,0
2020,Kinopus,Distribuição Nacional,7,7,118.46,118.46,1,1,0,0
2020,Klaxon Cultura Audiovisual,Distribuição Nacional,883,0,7350.5,0.0,1,0,1,0
2020,Lança Filmes,Distribuição Nacional,4153,395,25943.62,5252.14,3,2,1,1
2020,Lira Filmes,Distribuição Nacional,57,57,1022.24,1022.24,1,1,1,1
2020,Livres Filmes,Distribuição Nacional,325,325,5246.22,5246.22,2,2,2,2
2020,Lume Produções Cinematográficas,Distribuição Nacional,186,186,1673.0,1673.0,1,1,1,1
2020,O2 Play,Distribuição Nacional,9999,699,152722.6,14482.54,10,5,6,3
2020,Olhar Distribuição,Distribuição Nacional,117,117,885.0,885.0,3,3,0,0
2020,Pagu Pictures,Distribuição Nacional,9869,40,170059.14,462.0,6,1,1,0
2020,Pandora Filmes,Distribuição Nacional,18070,8058,252067.11,113297.61,15,9,10,6
2020,Paramount,Distribuição Internacional,3034070,0,45442301.39,0.0,19,0,2,0
2020,Paris,Distribuição Nacional,1096669,48992,18944593.14,797226.95,52,6,18,3
2020,Pipa Produções,Distribuição Nacional,2494,2494,37674.13,37674.13,1,1,1,1
2020,Playarte,Distribuição Nacional,50,0,1189.0,0.0,1,0,0,0
2020,Riofilme/Vemver Brasil,Distribuição Nacional,97,97,1690.72,1690.72,1,1,1,1
2020,Sereia Filmes,Distribuição Nacional,1081,1081,14165.56,14165.56,1,1,1,1
2020,Sony,Distribuição Internacional,5773953,0,93214390.17,0.0,17,0,8,0
2020,Sony/Vitrine Filmes,Codistribuição Internacional-Nacional,18801,18801,292497.0,292497.0,1,1,0,0
2020,Supo Mungam Films,Distribuição Nacional,13813,0,214640.08,0.0,2,0,2,0
2020,Universal,Distribuição Internacional,3250896,0,55976740.45,0.0,45,0,6,0
2020,Viralata Filmes,Distribuição Nacional,402,402,6077.63,6077.63,1,1,1,1
2020,Vitrine Filmes,Distribuição Nacional,136563,12551,2181201.54,167066.56,29,24,15,10
2020,Warner,Distribuição Internacional,4639612,36,74477660.08,885.0,102,2,18,0
2020,Zeta Filmes,Distribuição Nacional,278,0,6031.9,0.0,1,0,1,0
2021,360 Ent.,Distribuição Nacional,13066,0,201897.77,0.0,1,0,1,0
2021,A2 Filmes,Distribuição Nacional,10598,0,213764.84,0.0,17,0,13,0
2021,Alpha Filmes,Distribuição Nacional,123,0,1446.0,0.0,1,0,0,0
2021,Anagrama Filmes,Distribuição Nacional,175,175,3345.24,3345.24,1,1,1,1
2021,Arteplex,Distribuição Nacional,19786,1643,375747.15,19030.65,15,2,6,2
2021,Arthouse,Distribuição Nacional,3962,3962,66731.39,66731.39,4,4,2,2
2021,Boca A Boca Filmes,Distribuição Nacional,413,413,6088.5,6088.5,1,1,1,1
2021,Bonfilm,Distribuição Internacional,75,0,1200.0,0.0,1,0,0,0
2021,Boulevard Filmes,Distribuição Nacional,338,338,5669.95,5669.95,4,4,4,4
2021,Bretz Filmes,Distribuição Nacional,974,789,17496.0,14269.0,13,9,11,8
2021,Bretz Filmes/Mymama,Distribuição Nacional,776,0,16404.68,0.0,3,0,1,0
2021,Califórnia,Distribuição Nacional,124624,0,2114334.17,0.0,17,0,14,0
2021,Califórnia/Imagem,Distribuição Nacional,250762,0,4226171.12,0.0,1,0,1,0
2021,Cinecolor Do Brasil,Distribuição Internacional,85620,0,1475625.47,0.0,4,0,3,0
2021,Cinemark Brasil,Distribuição Internacional,1308,1307,27832.9,27821.4,2,1,1,1
2021,Copacabana Filmes,Distribuição Nacional,854,854,16571.44,16571.44,2,2,2,2
2021,Corte Seco,Distribuição Nacional,1226,1226,17632.61,17632.61,1,1,1,1
2021,Cup Filmes,Distribuição Nacional,216,216,3068.23,3068.23,1,1,1,1
2021,D1 Realizações,Distribuição Nacional,852,852,11857.2,11857.2,1,1,1,1
2021,Descoloniza Filmes/La Ursa,Distribuição Nacional,1461,1461,18977.02,18977.02,1,1,1,1
2021,Diamond Films,Distribuição Internacional,353550,0,6121558.06,0.0,10,0,6,0
2021,Disney,Distribuição Internacional,11428947,0,197553713.07,0.0,25,0,17,0
2021,Downtown,Distribuição Nacional,21070,21070,317896.86,317896.86,7,7,5,5
2021,Downtown/Paris,Distribuição Nacional,408,408,5734.5,5734.5,3,3,0,0
2021,Elite Filmes,Distribuição Nacional,4453,5,74919.87,50.0,2,1,2,1
2021,Elo Company,Distribuição Nacional,9257,9257,179034.14,179034.14,15,15,14,14
2021,Elo Company/Europa Filmes,Distribuição Nacional,60,60,410.48,410.48,1,1,0,0
2021,Embaúba Filmes,Distribuição Nacional,10463,10463,206561.97,206561.97,2,2,1,1
2021,Espaço Filmes,Distribuição Nacional,40,2,581.58,12.0,2,1,0,0
2021,Europa,Distribuição Nacional,543,543,10276.86,10276.86,2,2,2,2
2021,Forte Filmes,Distribuição Nacional,6,6,104.74,104.74,1,1,0,0
2021,Fox,Distribuição Internacional,1396,0,21045.5,0.0,1,0,0,0
2021,Galeria Distribuidora,Distribuição Nacional,12,0,160.0,0.0,1,0,0,0
2021,Globo Filmes,Distribuição Nacional,540,540,6269.5,6269.5,1,1,0,0
2021,Gullane Entretenimento,Distribuição Nacional,4760,4760,67376.07,67376.07,2,2,2,2
2021,H2O Films,Distribuição Nacional,77125,77119,1217740.16,1217614.16,7,6,5,5
2021,Imagem,Distribuição Nacional,811686,18926,13996078.18,334223.07,16,4,11,3
2021,Imovision,Distribuição Internacional,45739,7949,913459.95,117797.56,44,6,26,4
2021,Kinoscópio,Distribuição Nacional,152,152,2741.0,2741.0,1,1,1,1
2021,Lavra Filmes,Distribuição Nacional,241,241,5359.0,5359.0,1,1,1,1
2021,Lira Filmes,Distribuição Nacional,1328,1328,19172.36,19172.36,2,2,2,2
2021,Mercúrio Produções,Distribuição Nacional,13,13,190.0,190.0,1,1,1,1
2021,Moro Filmes,Distribuição Nacional,317,317,4928.92,4928.92,1,1,1,1
2021,O2 Play,Distribuição Nacional,12869,3837,249792.78,74668.22,18,9,15,9
2021,Odun Filmes,Distribuição Nacional,27,27,587.33,587.33,1,1,1,1
2021,Olhar Distribuição,Distribuição Nacional,1150,848,21400.92,15766.99,9,7,4,2
2021,Pagu Pictures,Distribuição Nacional,865,859,13641.1,13575.1,2,1,1,1
2021,Pandora Filmes,Distribuição Nacional,27144,9353,531918.44,170095.47,23,13,15,11
2021,Paramount,Distribuição Internacional,1505815,0,25423907.63,0.0,8,0,3,0
2021,Paris,Distribuição Nacional,1259646,714621,21289491.35,12476532.8,37,17,24,14
2021,Pietà Filmes,Distribuição Nacional,1361,1361,8106.06,8106.06,1,1,1,1
2021,Pipa Produções,Distribuição Nacional,416,416,7779.47,7779.47,3,3,3,3
2021,Playarte,Distribuição Nacional,169834,0,2607832.46,0.0,11,0,6,0
2021,Plural Filmes,Distribuição Nacional,258,258,3915.82,3915.82,1,1,1,1
2021,Preta Portê Filmes,Distribuição Nacional,36,36,699.86,699.86,1,1,0,0
2021,Riofilme,Distribuição Nacional,30,30,450.0,450.0,1,1,0,0
2021,Sato Company,Distribuição Nacional,641,0,14236.19,0.0,1,0,1,0
2021,Sony,Distribuição Internacional,18637517,0,332137145.53,0.0,20,0,10,0
2021,Taturana,Distribuição Nacional,76,76,878.0,878.0,2,2,2,2
2021,Tucumán,Distribuição Nacional,37,37,705.0,705.0,1,1,1,1
2021,Universal,Distribuição Internacional,114706,0,1796782.52,0.0,9,0,0,0
2021,Vitrine Filmes,Distribuição Nacional,18114,11836,302686.82,191937.19,27,19,19,12
2021,Vitrine Filmes/Synapse,Distribuição Nacional,3477,0,60654.8,0.0,1,0,1,0
2021,Warner,Distribuição Internacional,17217701,105,299552989.89,2504.0,60,1,31,1
2021,Zeta Filmes,Distribuição Nacional,2284,411,41147.15,7685.04,9,2,8,2
2022,360 Ent.,Distribuição Nacional,569,0,8795.0,0.0,2,0,0,0
2022,A2 Filmes,Distribuição Nacional,9580,117,199249.84,2139.51,13,2,11,2
2022,Anagrama Filmes,Distribuição Nacional,2955,2955,47740.36,47740.36,1,1,1,1
2022,Anavilhana / Embaúba Filmes,Distribuição Nacional,339,339,5195.95,5195.95,1,1,1,1
2022,Arteplex Filmes,Distribuição Nacional,24204,16037,393400.15,253954.84,14,1,3,1
2022,Arthouse,Distribuição Nacional,33,33,396.0,396.0,1,1,0,0
2022,Beaucastel Filmes,Distribuição Nacional,51,51,612.0,612.0,1,1,1,1
2022,Bonfilm,Distribuição Internacional,20554,0,350103.77,0.0,12,0,9,0
2022,Borelli Produções,Distribuição Nacional,145,145,2914.0,2914.0,1,1,1,1
2022,Boulevard Filmes,Distribuição Nacional,4826,4826,61134.32,61134.32,4,4,2,2
2022,Bretz Filmes,Distribuição Nacional,2536,680,45076.92,11836.48,11,6,8,5
2022,Califórnia Filmes,Distribuição Nacional,118535,337,2310229.15,6164.83,13,2,10,1
2022,Califórnia Filmes / Imagem,Distribuição Nacional,118,0,1416.0,0.0,1,0,0,0
2022,Cavideo Produções,Distribuição Nacional,182,182,1600.0,1600.0,1,1,1,1
2022,Cineart Filmes,Distribuição Nacional,498,498,10354.96,10354.96,1,1,1,1
2022,Cineclube Pau Brasil,Distribuição Nacional,56,56,699.0,699.0,2,2,0,0
2022,Cinecolor Do Brasil,Distribuição Internacional,5991,0,119133.73,0.0,3,0,3,0
2022,Cinelando Maha,Distribuição Nacional,5037,5037,102913.8,102913.8,1,1,1,1
2022,Cinema Bruto,Distribuição Nacional,7,7,155.89,155.89,1,1,1,1
2022,Cinema Do Rio Cultura E Evento,Distribuição Nacional,562,460,10320.0,8288.0,7,6,0,0
2022,Cinemark Brasil,Distribuição Internacional,114650,0,1778997.5,0.0,2,0,2,0
2022,Coevos Filmes,Distribuição Nacional,56,56,164.0,164.0,1,1,1,1
2022,Complô,Distribuição Nacional,125,125,825.0,825.0,1,1,1,1
2022,Copacabana Filmes E Produções,Distribuição Nacional,13,0,228.0,0.0,1,0,0,0
2022,Corte Seco,Distribuição Nacional,155,155,761.0,761.0,1,1,0,0
2022,Cubo Filmes,Distribuição Nacional,139,139,1073.0,1073.0,1,1,1,1
2022,Cup Filmes,Distribuição Nacional,1414,1414,21160.38,21160.38,2,2,2,2
2022,Deberton Entretenimento,Distribuição Nacional,302,302,5054.4,5054.4,1,1,1,1
2022,Descoloniza Filmes,Distribuição Nacional,784,784,10801.7,10801.7,4,4,3,3
2022,Deusdará Filmes,Distribuição Nacional,5,5,0.0,0.0,1,1,0,0
2022,Diamond Films Do Brasil,Distribuição Internacional,3850913,0,60780012.84,0.0,25,0,19,0
2022,Disney,Distribuição Internacional,30194299,85371,605081087.49,1450615.72,39,9,21,9
2022,Do2,Distribuição Nacional,3505,3505,62458.84,62458.84,1,1,1,1
2022,Doblechapa Cinematografia,Distribuição Nacional,44,44,352.0,352.0,1,1,0,0
2022,Downtown,Distribuição Nacional,1397019,1397019,24300254.12,24300254.12,10,10,9,9
2022,E.H. Produções,Distribuição Nacional,70,70,1413.13,1413.13,1,1,1,1
2022,Elite Filmes,Distribuição Nacional,43,43,891.72,891.72,1,1,1,1
2022,Elo Company,Distribuição Nacional,10075,10075,171490.0,171490.0,14,14,7,7
2022,Elo Company / Europa Filmes,Distribuição Nacional,71,71,1096.0,1096.0,1,1,0,0
2022,Elo Company / H2O Films,Distribuição Nacional,409401,409401,7744820.34,7744820.34,1,1,1,1
2022,Embaúba Filmes,Distribuição Nacional,87324,87324,1534797.55,1534797.55,12,12,9,9
2022,Espaço Filmes,Distribuição Nacional,4,4,60.0,60.0,1,1,0,0
2022,Estação Luz Filmes,Distribuição Nacional,358,358,5419.0,5419.0,1,1,1,1
2022,Estúdio Escarlate,Distribuição Nacional,3328,0,63170.58,0.0,1,0,1,0
2022,F. J. Cines,Distribuição Nacional,582,0,6680.27,0.0,1,0,0,0
2022,Fênix Filmes,Distribuição Nacional,136,95,1578.48,1086.48,9,1,1,1
2022,Film Connection,Distribuição Nacional,8088,8088,145163.16,145163.16,2,2,2,2
2022,Filmes Do Interior,Distribuição Nacional,23,23,412.0,412.0,1,1,1,1
2022,Filmicca,Distribuição Nacional,216,0,1812.0,0.0,2,0,2,0
2022,Forte Filmes,Distribuição Nacional,586,586,8793.98,8793.98,1,1,1,1
2022,Galeria Distribuidora,Distribuição Nacional,50810,50810,881980.65,881980.65,1,1,1,1
2022,Globo Filmes,Distribuição Nacional,52,52,834.0,834.0,2,2,0,0
2022,Gravinart Produções Artísticas,Distribuição Nacional,115,115,1308.0,1308.0,1,1,1,1
2022,Gullane Entretenimento,Distribuição Nacional,1791,1791,33842.74,33842.74,3,3,3,3
2022,H2O Films,Distribuição Nacional,14201,14201,271525.97,271525.97,3,3,2,2
2022,Imagem,Distribuição Nacional,1329407,734968,22993839.94,12432947.35,17,10,14,10
2022,Imovision,Distribuição Internacional,64212,6654,1258425.15,123350.43,47,3,20,2
2022,Inquieta Cine,Distribuição Nacional,40,40,527.0,527.0,1,1,1,1
2022,Instituto Moreira Salles,Distribuição Nacional,190,80,1280.0,525.0,7,6,0,0
2022,Kalakuta Produções,Distribuição Nacional,175,175,3451.0,3451.0,1,1,1,1
2022,Kinopus,Distribuição Nacional,146,146,2340.45,2340.45,1,1,1,1
2022,Kinoscópio,Distribuição Nacional,1523,1523,31282.3,31282.3,1,1,1,1
2022,Kolbe Artes Produções,Distribuição Nacional,44730,0,725165.22,0.0,4,0,4,0
2022,Lança Filmes,Distribuição Nacional,2108,2108,31077.99,31077.99,4,4,4,4
2022,Lavra Filmes,Distribuição Nacional,184,184,5093.0,5093.0,1,1,0,0
2022,Lira Filmes,Distribuição Nacional,618,618,11448.74,11448.74,1,1,1,1
2022,Livres Filmes,Distribuição Nacional,350,350,3809.5,3809.5,1,1,1,1
2022,Luc Filmes,Distribuição Nacional,18,18,278.0,278.0,1,1,0,0
2022,Lume,Distribuição Nacional,421,421,5748.0,5748.0,1,1,1,1
2022,Luz E Mistério Filmes,Distribuição Nacional,490,490,3305.0,3305.0,1,1,1,1
2022,Magnificat Entretenimento,Distribuição Nacional,19296,0,292622.71,0.0,1,0,1,0
2022,Mercúrio Produções,Distribuição Nacional,33,33,400.0,400.0,2,2,0,0
2022,Metrópoles Produções,Distribuição Nacional,448,448,5136.0,5136.0,1,1,0,0
2022,Moro Filmes,Distribuição Nacional,341,341,4964.9,4964.9,3,3,3,3
2022,Mostra Filmes,Distribuição Nacional,257,0,3747.0,0.0,1,0,0,0
2022,Nosotros & Los Demás / Cavideo Produções,Distribuição Nacional,72,72,792.08,792.08,1,1,1,1
2022,O2 Play,Distribuição Nacional,129586,19484,2638658.81,401786.76,22,8,17,8
2022,Okna Produções,Distribuição Nacional,427,427,6126.35,6126.35,1,1,1,1
2022,Olhar Distribuição,Distribuição Nacional,3976,3792,55861.45,53623.45,9,7,6,6
2022,Paideia Filmes / Studio Riff,Distribuição Nacional,50,50,1133.5,1133.5,1,1,1,1
2022,Panda Filmes,Distribuição Nacional,14,14,140.0,140.0,1,1,1,1
2022,Pandora Filmes,Distribuição Nacional,52325,14821,944864.84,268669.53,27,15,23,13
2022,Paramount,Distribuição Internacional,11489476,0,226842135.74,0.0,12,0,7,0
2022,Paris,Distribuição Nacional,2282678,1021429,41445129.84,18465080.09,35,9,20,5
2022,Pipa Produções,Distribuição Nacional,2664,2664,47121.72,47121.72,4,4,4,4
2022,Pique-Bandeira Filmes,Distribuição Nacional,340,340,4861.25,4861.25,1,1,1,1
2022,Playarte,Distribuição Nacional,310679,0,5486419.25,0.0,9,0,8,0
2022,Polifilmes / Mares Filmes,Distribuição Nacional,4014,0,78410.77,0.0,2,0,2,0
2022,Priscila De Matos Rocha Ferreira,Distribuição Nacional,145,145,2725.0,2725.0,1,1,1,1
2022,Risi Film,Distribuição Internacional,4004,0,75680.36,0.0,1,0,1,0
2022,Schürmann Produções,Distribuição Nacional,14,14,268.78,268.78,1,1,1,1
